HSU Score R^2,Target Score R^2
0.351820989198537,0.5231770332767776
0.3755440790066079,0.43869968926686714
0.4216071302942886,0.5844843886321265
0.23336990065252067,0.3792614052488883
0.2614030918759202,0.376620008771984
0.18934571835200945,0.3801892304892528
0.26638720842444785,0.34428197665983107
0.4056767793872774,0.5698314691972964
0.2841802666007885,0.4819331847190898
0.3392067419169056,0.4367345321568839
0.25489174294754957,0.38205112163607846
0.5132809608255987,0.45715573279258004
0.3814384906320226,0.44074689896443425
0.2460920559861762,0.3837736377233743
0.07289992033557484,0.29495976817176506
0.24595939174963913,0.3937138426484416
0.15546913528649514,0.44614329143014664
0.18643429243741833,0.3515902718908197
0.5117402388392396,0.604208087854836
0.21189646203249407,0.44232915606765083
0.19540058786251444,0.47515045635317854
0.14312902009911962,0.3954340688829631
0.35069619459592544,0.4342035447388872
0.4095991920067845,0.4865875780127116
0.116528773278184,0.3766244258345194
0.39492154150580877,0.45362864252705126
0.2897795305754193,0.3793980973865711
0.20350544518916425,0.42697810777560163
0.4029543600727435,0.45033203102979363
0.2947964084399049,0.4844363132164004
0.3177317696245919,0.4295522493815695
0.3363049194749666,0.5214962348220953
0.10396657498226546,0.3151196676061193
0.5064333853639442,0.5478630897562543
0.2956031149446938,0.3972967448580989
0.28500834594797475,0.5090637318071988
0.24467847924530686,0.4691887782454339
0.20811686860893672,0.44272332460052827
0.1396152508341846,0.37445286021162677
0.23260316128437827,0.5317404137513425
0.2595494038083913,0.25168946230759415
0.43733756656906736,0.4917311033899013
0.20686865609092525,0.3776368674673743
0.13170743876583102,0.43079973454514775
0.39201945136944505,0.5060254281695304
0.26891549123962244,0.34213706340671424
0.17491217659907393,0.25265586335477835
0.20882688937762534,0.5366147670448113
0.13290185533016513,0.4381610396790826
0.34893057381379305,0.4784486693535908
0.2103144138671121,0.34119381579904673
0.20757534972274513,0.3668059675689767
0.45981726771917436,0.4680950505657487
0.2960181554394066,0.32490593812994895
0.19978324040977383,0.3279741050894325
0.1739760060153268,0.3134061009967076
0.3903365608995901,0.4653868608742115
0.2711022032075486,0.41847432548996766
0.23842268774918124,0.3687249788156554
0.33229779279936594,0.5575319032057691
0.14905244735679876,0.2855498404637232
0.1353031619225228,0.34567647119247163
0.28474640804029233,0.3740987774774562
0.3473497472896514,0.47635689886089916
0.2224082746144457,0.4755951404724397
0.24094710920579507,0.4476235486454566
0.35405209485382466,0.4271930649512937
0.2186101714603381,0.48764744754735256
0.35135772362162365,0.4461169745855352
0.34353003874350685,0.27623876725156243
0.2680138766633309,0.2610551008337043
0.17484583125660647,0.3476095001298538
0.36585791268336443,0.38912887598694534
0.2888144048694771,0.36907655162539615
0.13278429150612597,0.34148658872634036
0.3825967646141639,0.48280321519699126
0.22886492922443924,0.2814273982145754
0.17649535654282866,0.3812601260077122
0.2848954451793952,0.2951577049054506
0.2627054601300064,0.49208478314577125
0.2758153867080273,0.5157650053414601
0.275772096303785,0.4030408273261996
0.09747859020808425,0.3324840563174465
0.15717845715948392,0.34947153446351575
0.21821114306528577,0.4105741629572971
0.29025256000464705,0.2672293155507944
0.42174611182156396,0.5613703342295341
0.18706824239294315,0.5179142364344701
0.2456765252112671,0.4763941388278389
0.16565684824629817,0.34975229522189183
0.17964953280107943,0.29166143179299603
0.2871853817200196,0.3735515490951129
0.2938090146802405,0.3641692419957583
0.16218973815045698,0.3579233392031838
0.185284019222072,0.5260433166956705
0.1594606162579694,0.371549790932529
0.2782060598509099,0.45981996322001656
0.2641497251334107,0.31785862035718315
0.19600037884168894,0.38430399786308606
0.3745831810231622,0.431260115905383
0.1786325232643381,0.45902767560622343
0.23206858572789452,0.3404684882711866
0.10662643138382583,0.30452895404285685
0.21690497708458145,0.28475801669043865
0.3253252954601235,0.5216177314462969
0.3470619508892264,0.36582957347865
0.3758125637851027,0.4627025595818229
0.13010405997628638,0.3898541358444467
0.23893996868088782,0.4060686099776825
0.24879589906204858,0.5138126012412761
0.21557528049941183,0.4146644937795395
0.10652265058381861,0.30574582757578206
0.1487124962852665,0.40583349822957
0.1363401747670593,0.2027713668512719
0.2578414964523844,0.48949392461138774
0.13801106779906913,0.4366603240771872
0.23459514045860563,0.3884225619383675
0.3157128888764906,0.42475331838203784
0.34738056105433635,0.3442209743353261
0.22052521935765784,0.49937523766272474
0.22178682748483325,0.42129369138185724
0.19413138647048592,0.48938455065815867
0.15658013401268284,0.4118593986753993
0.3203833771398578,0.4146448482379691
0.2924903751859552,0.470608484140357
0.25417870125783437,0.43500830063985463
0.5255332421729431,0.4901231340778457
0.22777689671565038,0.31862924024030714
0.1733099842589403,0.24521418549627275
0.1058037200913387,0.21708610280894414
0.0784303040308034,0.3082241836912956
0.21410858293932997,0.3508545976295639
0.11719341227317097,0.3798193827033704
0.38441752025835974,0.48917248858180706
0.23707977444511286,0.41324862242901345
0.20374569174620763,0.42704195773341774
0.2078548377085226,0.3800066429408036
0.3242021817288502,0.44444655207410844
0.23265395725862878,0.251313831929141
0.2629230208322334,0.4671172055784959
0.4705331845882707,0.52416212712829
0.3280132066933151,0.39856474441373946
0.16029006870305978,0.3733380669350969
0.28717018380668907,0.4193898521998877
0.06640076391311107,0.2852503167459315
0.08127451289970981,0.24136322135644436
0.3599872399323227,0.41478765496146885
0.3984213441988673,0.4907956045406685
0.2590874198275429,0.4379679714777792
0.10782169689792767,0.3823783270967309
0.2451688298160478,0.4761092565662804
0.22303552270805302,0.4801931452581142
0.490227928109963,0.5723880266977847
0.2257844729335639,0.46994211994402396
0.1641833135804692,0.41792487045398663
0.2692259580655994,0.3954928912760108
0.28911595816344093,0.42261927730483206
0.24240027562659536,0.39308067103415406
0.25103201759277755,0.4064093781557252
0.21108278365483735,0.3761570551909866
0.19761699495821267,0.5482978195041486
0.09055035329609339,0.30567621039559645
0.13550503194067065,0.3744263600480051
0.20036389654345402,0.43816703439945626
0.11351178472079261,0.35867996438115707
0.14606967678929272,0.3925836569795141
0.22943480508509415,0.4281534697491049
0.24264049147388822,0.4811753387858357
0.34442219974819166,0.3188687289466044
0.40329991911528035,0.5150880837702965
0.37802756605408266,0.5643915264187663
0.11399451544085712,0.2442751567734501
0.4302251071853675,0.37091451347374654
0.19428603049207813,0.44166660166768623
0.30799126313924624,0.4502743321409382
0.3329508600889104,0.46216658607639133
0.41420949576562804,0.3218305166664527
0.3901321353930993,0.4995557406380958
0.10185750536134415,0.3141628720762012
0.33438015718219627,0.3251696434308377
0.10589803208767201,0.2111150809034932
0.10186902803795889,0.29514407196806314
0.22265929477535584,0.39419997119580824
0.28886352875314814,0.3515103418147484
